Designation/Identification,Obstacle Type,Obstacle Position,Elevation AMSL,Height AGL,Obstacle Lighting,Revision Date,Remarks,Southern,Northern,Scotland,Sheet 1,Sheet 2,Sheet 3,Sheet 4,Sheet 5,Sheet 6,Sheet 7,Sheet 8,London Heli,Orkneys Inset,Shetland Inset
UK0150H454F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","574232.21N
0042711.17W",1673 FT,328 FT,Unknown,13/3/2013,NOVAR EXT.W/F 15 OF 16,,,Yes,Yes,Yes,,,,,,,,,
UK0150H455F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","574227.15N
0042650.46W",1640 FT,328 FT,Unknown,2/4/2019,NOVAR EXT.W/F 16 OF 16,,,Yes,Yes,Yes,,,,,,,,,
UK0171D680F,"OFFSHORE PLATFORM
Single","541434.76N
0020909.94E",450 FT,450 FT,Yes,3/9/2018,BOULTON,,,,,,,,,,,,,,
UK0172A001F,"RADIO/TV TOWER, TYPE I
Single","542922.82N
0060337.34W",505 FT,360 FT,Yes,6/8/2021,RTM LISNAGARVEY MF MAST,,Yes,,,,Yes,,,,,,,,
UK0172A006F,"RADIO/TV TOWER, TYPE I
Single","550015.49N
0072208.08W",955 FT,390 FT,Yes,8/8/2022,MAST,,Yes,,,,Yes,,,,,,,,
UK0171D920F,"OFFSHORE PLATFORM WITH DERRICK
Single","540257.88N
0022918.08E",164 FT,164 FT,Yes,28/10/2020,KETCH,,,,,,,,,,,,,,
UK0171D921F,"OFFSHORE PLATFORM
Single","540332.54N
0020434.96E",164 FT,164 FT,Yes,17/12/2013,SCHOONER,,,,,,,,,,,,,,
UK0171C197F,"OFFSHORE PLATFORM WITH DERRICK
Single","540314.24N
0010158.77E",115 FT,115 FT,Unknown,9/1/2023,43/26 Ravenspurn North ST2 Platform / Small Steel,,Yes,,,,,,,,,,,,
UK0171E312F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545003.11N
0012533.84W",843 FT,377 FT,No,11/10/2019,GT EPPLETON W/F 3OF4 L12,,Yes,,,,,Yes,,,,,,,
UK0171E313F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544954.40N
0012529.55W",845 FT,377 FT,No,11/10/2019,GT EPPLETON W/F 4OF4 L12,,Yes,,,,,Yes,,,,,,,
UK0171E405F,"BUILDING,GENERAL(ALL TYPES)
Single","555133.12N
0041746.25W",433 FT,426 FT,No,2/7/2021,BUILDING,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
UK18581465F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554426.16N
0044638.83W",1460 FT,410 FT,Unknown,2/4/2019,MILLOUR HL W/F 2 OF 6,,Yes,Yes,Yes,,Yes,Yes,,,,,,,
UK18581466F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554421.85N
0044618.57W",1312 FT,410 FT,Unknown,2/4/2019,MILLOUR HL W/F 3 OF 6,,Yes,Yes,Yes,,Yes,Yes,,,,,,,
UK18581468F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554359.49N
0044622.80W",1476 FT,410 FT,Unknown,2/4/2019,MILLOUR HL W/F 6 OF 6,,Yes,Yes,,,Yes,Yes,,,,,,,
UK0150H460F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","573935.26N
0023846.11W",587 FT,328 FT,Unknown,1/2/2023,Boyndie Airfield Ext,,,Yes,,Yes,,,,,,,,,
UK18581801F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553829.59N
0042030.63W",1155 FT,459 FT,Unknown,2/4/2019,WHITELEE PH.2 EXT.T31/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581803F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554036.22N
0041703.80W",1391 FT,459 FT,Unknown,19/12/2014,WHITELEE PH.2 EXT.T34/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581804F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554022.01N
0041708.12W",1381 FT,459 FT,Unknown,11/7/2017,WHITELEE PH.2 EXT.T35/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581806F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553957.16N
0041644.93W",1315 FT,459 FT,Unknown,19/12/2014,WHITELEE PH.2 EXT.T37/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581792F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553906.50N
0041945.33W",1223 FT,459 FT,Unknown,19/12/2014,WHITELEE PH.2 EXT.T21/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581793F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553905.90N
0041917.08W",1246 FT,459 FT,Unknown,19/12/2014,WHITELEE PH.2 EXT.T22/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581795F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553844.44N
0041909.01W",1217 FT,459 FT,Unknown,2/4/2019,WHITELEE PH.2 EXT.T24/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581796F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553841.88N
0041937.12W",1204 FT,459 FT,Unknown,10/12/2015,WHITELEE PH.2 EXT.T25/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581797F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553835.31N
0042000.06W",1184 FT,459 FT,Unknown,10/12/2015,WHITELEE PH.2 EXT.T26/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581799F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553824.01N
0041944.96W",1220 FT,459 FT,Unknown,2/4/2019,WHITELEE PH.2 EXT.T28/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581800F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553806.13N
0041947.72W",1214 FT,459 FT,Unknown,2/4/2019,WHITELEE PH.2 EXT.T29/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581774F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554018.40N
0041902.48W",1279 FT,465 FT,No,5/7/2021,WIND_TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581775F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554009.19N
0041919.41W",1250 FT,459 FT,Unknown,21/7/2020,WHITELEE PH.2 EXT. T2/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581776F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554021.12N
0041958.70W",1263 FT,459 FT,Unknown,19/12/2014,WHITELEE PH.2 EXT. T3/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581777F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554025.64N
0041928.51W",1279 FT,459 FT,Unknown,19/12/2014,WHITELEE PH.2 EXT. T4/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581778F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554008.95N
0041952.24W",1214 FT,459 FT,Unknown,21/7/2020,WHITELEE PH.2 EXT. T5/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581780F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553951.28N
0041917.29W",1240 FT,459 FT,Unknown,21/7/2020,WHITELEE PH.2 EXT. T8/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581781F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553947.42N
0041844.05W",1242 FT,459 FT,Unknown,21/7/2020,WHITELEE PH.2 EXT. T9/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581782F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553931.53N
0041829.93W",1338 FT,459 FT,Unknown,21/7/2020,WHITELEE PH.2 EXT.T10/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581784F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553906.87N
0041752.01W",1246 FT,459 FT,Unknown,2/4/2019,WHITELEE PH.2 EXT.T13/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581785F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553909.79N
0041845.60W",1263 FT,459 FT,Unknown,21/7/2020,WHITELEE PH.2 EXT.T14/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581786F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553855.36N
0041857.27W",1223 FT,459 FT,Unknown,2/4/2019,WHITELEE PH.2 EXT.T15/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581788F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553938.49N
0041908.60W",1319 FT,459 FT,Unknown,2/4/2019,WHITELEE PH.2 EXT.T17/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581789F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553934.83N
0041938.57W",1242 FT,459 FT,Unknown,21/7/2020,WHITELEE PH.2 EXT.T18/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581791F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553917.38N
0041929.24W",1253 FT,459 FT,Unknown,3/4/2019,WHITELEE PH.2 EXT.T20/39,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581825F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553938.55N
0041737.27W",1273 FT,459 FT,Unknown,11/7/2017,WHITELEE PH.1 EXT.31/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581827F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553923.53N
0041655.66W",1302 FT,459 FT,Unknown,11/7/2017,WHITELEE PH.1 EXT.33/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581828F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553935.78N
0041804.44W",1266 FT,459 FT,Unknown,19/12/2014,WHITELEE PH.1 EXT.34/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581830F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553916.70N
0041720.54W",1279 FT,459 FT,Unknown,21/7/2020,WHITELEE PH.1 EXT.36/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581808F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554022.67N
0042118.46W",1279 FT,459 FT,Unknown,3/4/2019,WHITELEE PH.1 EXT. 8/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581812F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554024.29N
0042021.93W",1282 FT,459 FT,Unknown,3/4/2019,WHITELEE PH.1 EXT.17/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581813F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554010.71N
0042043.19W",1273 FT,459 FT,Unknown,3/4/2019,WHITELEE PH.1 EXT.18/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581814F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554008.83N
0041825.70W",1279 FT,459 FT,Unknown,21/7/2020,WHITELEE PH.1 EXT.21/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581809F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554025.15N
0042049.83W",1296 FT,459 FT,Unknown,3/4/2019,WHITELEE PH.1 EXT. 9/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581810F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554023.46N
0041832.61W",1286 FT,459 FT,Unknown,3/4/2019,WHITELEE PH.1 EXT.10/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581811F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554033.73N
0041905.00W",1296 FT,459 FT,Unknown,3/4/2019,WHITELEE PH.1 EXT.13/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581815F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554019.36N
0041801.86W",1246 FT,459 FT,Unknown,11/7/2017,WHITELEE PH.1 EXT.11/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581834F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553028.67N
0033547.70W",1913 FT,410 FT,Unknown,1/10/2018,CLYDE NORTH W/F 27T,,Yes,Yes,,,,Yes,,,,,,,
UK18581832F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552954.61N
0033632.10W",2059 FT,410 FT,Unknown,1/10/2018,CLYDE NORTH W/F 27T,,Yes,Yes,,,,Yes,,,,,,,
UK18581816F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554015.04N
0041733.93W",1351 FT,459 FT,Unknown,11/7/2017,WHITELEE PH.1 EXT.12/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581818F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554003.66N
0041757.37W",1263 FT,459 FT,Unknown,21/7/2020,WHITELEE PH.1 EXT.22/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581819F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553959.36N
0041726.67W",1328 FT,459 FT,Unknown,21/7/2020,WHITELEE PH.1 EXT.23/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581821F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553939.57N
0041654.38W",1305 FT,459 FT,Unknown,11/7/2017,WHITELEE PH.1 EXT.25/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581823F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553921.27N
0041619.55W",1279 FT,459 FT,Unknown,11/7/2017,WHITELEE PH.1 EXT.27/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581824F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553950.22N
0041751.02W",1253 FT,459 FT,Unknown,11/7/2017,WHITELEE PH.1 EXT.30/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581714F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552746.93N
0033345.96W",2122 FT,410 FT,Unknown,3/11/2015,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581715F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552743.58N
0033407.14W",1965 FT,410 FT,Unknown,3/11/2015,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581717F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552707.54N
0033213.49W",2040 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581719F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552641.89N
0033223.36W",2132 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581720F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552628.45N
0033227.75W",2122 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581722F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552639.10N
0033705.11W",2034 FT,410 FT,Unknown,18/3/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581708F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552823.33N
0033523.96W",1812 FT,410 FT,Unknown,3/11/2015,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581709F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552819.26N
0033507.96W",1919 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581711F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552812.01N
0033413.60W",1985 FT,410 FT,Unknown,3/11/2015,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581712F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552805.04N
0033402.22W",2053 FT,410 FT,Unknown,3/11/2015,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581718F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552654.19N
0033217.75W",2083 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581695F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554042.20N
0041832.19W",1312 FT,459 FT,Unknown,3/4/2019,WHITELEE PH.1 EXT. 1/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581697F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554049.78N
0041957.31W",1305 FT,459 FT,Unknown,3/4/2019,WHITELEE PH.1 EXT. 4/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581698F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554049.50N
0042027.09W",1299 FT,459 FT,Unknown,3/4/2019,WHITELEE PH.1 EXT. 5/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581700F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554039.83N
0041929.88W",1319 FT,459 FT,Unknown,3/4/2019,WHITELEE PH.1 EXT.14/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581702F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554036.83N
0042023.01W",1299 FT,459 FT,Unknown,3/4/2019,WHITELEE PH.1 EXT.16/36,,Yes,Yes,,,Yes,Yes,,,,,,,
UK18581727F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552707.48N
0033553.33W",2034 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581729F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552643.94N
0033614.60W",2066 FT,410 FT,Unknown,18/3/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581730F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552640.91N
0033555.68W",1968 FT,410 FT,Unknown,18/3/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581732F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552635.12N
0033513.50W",1984 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581733F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552637.20N
0033454.97W",2083 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581735F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552618.67N
0033409.84W",1952 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581736F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552620.95N
0033432.98W",2198 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581738F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552607.41N
0033425.80W",2050 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581707F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552826.67N
0033540.36W",1823 FT,410 FT,Unknown,3/11/2015,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581769F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552559.43N
0033157.21W",2011 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581771F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552543.50N
0033248.34W",1837 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581772F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552553.37N
0033231.55W",1886 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581773F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552545.93N
0033209.58W",1788 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581723F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552643.00N
0033638.25W",2083 FT,410 FT,Unknown,18/3/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581724F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552658.14N
0033655.85W",1958 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581726F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552656.64N
0033617.60W",2066 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581751F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552601.40N
0033506.62W",1804 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581753F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552616.24N
0033509.55W",1903 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581754F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552619.16N
0033538.33W",1903 FT,410 FT,Unknown,18/3/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581756F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552628.59N
0033614.19W",1788 FT,410 FT,Unknown,18/3/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581758F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552635.05N
0033738.28W",1968 FT,410 FT,Unknown,18/3/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581759F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552623.99N
0033345.47W",1837 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581761F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552558.92N
0033342.49W",1837 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581763F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552614.24N
0033333.77W",1985 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581764F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552606.85N
0033318.52W",2113 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581766F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552617.36N
0033243.10W",2050 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581767F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552559.52N
0033257.80W",1952 FT,410 FT,Unknown,3/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0171T434F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","540019.04N
0001703.63W",440 FT,410 FT,Unknown,5/1/2016,LISSETT  W/F9OF12 L11,,Yes,,,,,,,Yes,,,,,
UK0171T433F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","540014.63N
0001638.10W",427 FT,410 FT,Unknown,5/1/2016,LISSETT  W/F8OF12 L11,,Yes,,,,,,,Yes,,,,,
UK0171T431F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","540001.25N
0001657.60W",424 FT,410 FT,Unknown,5/1/2016,LISSETT  W/F 5OF12 L11,,Yes,,,,,,,Yes,,,,,
UK0171T432F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","540009.48N
0001702.21W",427 FT,410 FT,Unknown,5/1/2016,LISSETT  W/F 7OF12 L11,,Yes,,,,,,,Yes,,,,,
UK0171T437F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","540032.58N
0001643.95W",433 FT,410 FT,Unknown,5/1/2016,LISSETT  W/F12 OF 12 L11,,Yes,,,,,,,Yes,,,,,
UK0171T436F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","540028.51N
0001705.11W",427 FT,410 FT,Unknown,5/1/2016,LISSETT  W/F11 OF 12 L11,,Yes,,,,,,,Yes,,,,,
UK0171T438F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","540007.03N
0001633.97W",427 FT,410 FT,Unknown,5/1/2016,LISSETT W/F 6 OF 12 L11,,Yes,,,,,,,Yes,,,,,
UK0151A149F,"OFFSHORE PLATFORM
Single","570004.33N
0015025.17E",450 FT,450 FT,Yes,3/9/2018,ELGIN,,,,,,,,,,,,,,
UK0172G431F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","543847.16N
0074813.16W",755 FT,328 FT,Unknown,26/7/2016,CRIGSHANE W/F 3OF14 L19,,Yes,,,,Yes,,,,,,,,
UK0172G432F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","543845.27N
0074724.88W",889 FT,328 FT,Unknown,26/7/2016,CRIGSHANE W/F 4OF14 L19,,Yes,,,,Yes,,,,,,,,
